isbn,original_title,author,original_publication_year,num_pages,genres,image_url,avg_rating,similar_books
446611085,Suzanne's Diary for Nicholas,James Patterson,2001,289,"romance, fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,1544939
60734000,Touching Spirit Bear,Ben Mikaelsen,1997,289,"young-adult, fiction, fantasy, paranormal, children, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8,"1017370, 541392, 3032855"
1563893304,Kingdom Come,Mark Waid,1996,231,"comics, graphic, fiction, fantasy, paranormal, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,"1392773, 530148"
425260410,Murder in Chelsea,Victoria Thompson,2013,296,"mystery, thriller, crime, fiction, history, historical fiction, biography, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,"19055886, 23592365"
375424156,Poulet aux prunes,Marjane Satrapi,2004,84,"comics, graphic, non-fiction, history, historical fiction, biography, fiction, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8,21846420
1598183605,Rebecca of Sunnybrook Farm,Kate Douglas Wiggin,1903,184,"fiction, children, young-adult, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,1194469
451451805,The Darkest Road,Guy Gavriel Kay,1986,448,"fantasy, paranormal, fiction, romance, history, historical fiction, biography, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,"2085183, 212827, 797100"
671697986,"Oath of Gold (The Deed of Paksenarrion, Book 3)",Elizabeth Moon,1989,501,"fantasy, paranormal, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,"819610, 29234"
945953054,The Vampire Tapestry,Suzy McKee Charnas,1980,285,"fantasy, paranormal, fiction, romance, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,16452403
553581309,Biting the sun,Tanith Lee,1999,,"fantasy, paranormal, fiction, young-adult, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,1441950
345457714,Broken Angels,Richard K. Morgan,2003,366,"fiction, mystery, thriller, crime, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,3024029
055338368X,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,1998,384,"fiction, history, historical fiction, biography, non-fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.4,891875
446362662,Summer of Night,Dan Simmons,1991,600,"fiction, mystery, thriller, crime, fantasy, paranormal, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,"9053013, 974276, 202948, 600059, 208735"
441011136,Agents of Light and Darkness,Simon R. Green,2003,233,"fantasy, paranormal, mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,"3740866, 4488907, 10693559, 10330042"
1590525132,Redeeming Love,Francine Rivers,1991,464,"fiction, romance, history, historical fiction, biography, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.5,14438194
031610969X,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,2005,310,"non-fiction, history, historical fiction, biography, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,478724
446674338,Brown Girl in the Ring,Nalo Hopkinson,1998,256,"fantasy, paranormal, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8,"41083, 1188455, 7250268, 1607617"
140007113,The Pursuit of Love,Nancy Mitford,1945,192,"fiction, romance, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,1883997
1416905324,King of Shadows,Susan Cooper,1999,192,"fantasy, paranormal, fiction, history, historical fiction, biography, young-adult, children, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,1592006
031242227X,Running with Scissors,Augusten Burroughs,2002,315,"non-fiction, history, historical fiction, biography, fiction, comics, graphic, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,"2421914, 16322595, 14099848, 1045053"
60525657,A Dangerous Path,Erin Hunter,2004,313,"fantasy, paranormal, fiction, young-adult, children, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.4,56563
1416530738,Once and Always,Judith McNaught,1987,400,"history, historical fiction, biography, romance, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,"1104093, 1814105, 3245791, 414437, 788122, 3242799, 340930, 2685945"
61020028,Lord of Emperors,Guy Gavriel Kay,2000,560,"fantasy, paranormal, fiction, history, historical fiction, biography, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,"850766, 797100, 767145, 819610, 68392"
076530953X,Down and Out in the Magic Kingdom,Cory Doctorow,2003,,"fiction, fantasy, paranormal, young-adult, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,871405
1439136637,Revenge Wears Prada: The Devil Returns,Lauren Weisberger,2013,400,"fiction, romance, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2.8,"21911535, 18216802, 21440129"
689856725,The White Mountains,John Christopher,1967,195,"fiction, fantasy, paranormal, children, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,"881499, 28255606"
1442409215,Kissed by an Angel,Elizabeth Chandler,2012,320,"romance, fantasy, paranormal, mystery, thriller, crime, young-adult, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1,"13986452, 15248417, 14240586"
1598168622,hurutsubasuketsuto 18,Natsuki Takaya,2005,200,"fantasy, paranormal, romance, comics, graphic, young-adult, fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.5,6594994
812580354,Calculating God,Robert J. Sawyer,2000,338,"fiction, fantasy, paranormal, non-fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8,"18280036, 426861"
802140149,"I, Lucifer",Glen Duncan,2002,272,"fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,"5812207, 5216497"
441011632,Nightingale's Lament,Simon R. Green,2004,217,"fantasy, paranormal, mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,"1657408, 4488907, 13201479"
826317979,The Circuit: Stories from the Life of a Migrant Child,Francisco Jimenez,1996,134,"young-adult, non-fiction, fiction, history, historical fiction, biography, children",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,921238
345522303,Casket of Souls,Lynn Flewelling,2012,476,"fantasy, paranormal, fiction, romance, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1,"13656455, 16187295, 42445593"
345379063,Legend,David Gemmell,1984,345,"fantasy, paranormal, fiction, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,"2960453, 1945432, 1205843, 92798, 302782, 12879765"
786886323,Carter Beats the Devil,Glen David Gold,2001,483,"fiction, history, historical fiction, biography, mystery, thriller, crime, fantasy, paranormal, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1,"6783245, 2204766"
385334923,Tulip Fever,Deborah Moggach,1999,288,"fiction, history, historical fiction, biography, romance, non-fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,7134306
345324390,The Gods of Mars,Edgar Rice Burroughs,1913,190,"fiction, fantasy, paranormal, romance, young-adult, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,49659
1416928065,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",Obert Skye,2005,368,"young-adult, fiction, children, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,2225486
913165603,They Thirst,Robert McCammon,1981,412,"fiction, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,"600059, 9053013, 45088866"
307279901,The Children of Men,P.D. James,1992,,"fiction, mystery, thriller, crime, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,"900514, 879718"
1401205011,Y: The Last Man Vol. 6: Girl on Girl,Brian K. Vaughan,2005,128,"comics, graphic, fiction, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,"2910, 133404"
078684907X,Peter and the Starcatchers,Dave Barry,2004,452,"fantasy, paranormal, young-adult, fiction, children, history, historical fiction, biography, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,"2169264, 18000438, 1214027"
1591826039,hurutsubasuketsuto 1,Natsuki Takaya,1999,216,"fantasy, paranormal, comics, graphic, romance, young-adult, fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,1073987
553146963,Rubyfruit Jungle,Rita Mae Brown,1973,246,"fiction, young-adult, romance, history, historical fiction, biography, non-fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,3222860
61985945,Hero at Large,Janet Evanovich,1987,288,"romance, fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8,1268509
312984979,Murphy's Law,Rhys Bowen,2001,226,"mystery, thriller, crime, fiction, history, historical fiction, biography, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8,"525805, 1151103, 3303763"
60737034,Down the rabbit hole,Peter Abrahams,2005,407,"mystery, thriller, crime, young-adult, fiction, children, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8,"1089731, 1106577"
1416523413,Charming the Highlander,Janet Chapman,2003,375,"romance, history, historical fiction, biography, fantasy, paranormal, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1,6690432
146000110,The Pit and the Pendulum,Edgar Allan Poe,1842,56,"fiction, mystery, thriller, crime, poetry, fantasy, paranormal, history, historical fiction, biography, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,"1265588, 15161007, 905684"
743484975,All's Well That Ends Well,William Shakespeare,1602,,"fiction, poetry, romance, history, historical fiction, biography, non-fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,202464
345531760,The Bones of Paris,Laurie R. King,2013,432,"mystery, thriller, crime, fiction, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,24362184
1563127873,The Lottery,Shirley Jackson,1948,30,"fiction, mystery, thriller, crime, fantasy, paranormal, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1,"1731763, 905684, 19034527, 89324, 17352354, 2902834, 47306975, 151586, 18439257"
440241111,Slightly Scandalous,Mary Balogh,2003,374,"romance, history, historical fiction, biography, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,"2556108, 289469, 601159, 756653, 1460849, 943447"
1594487014,The Chaperone,Laura Moriarty,2012,384,"fiction, history, historical fiction, biography, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8,"18055919, 19173014, 21361285, 18538253, 16849818, 21508062"
441005195,Jovah's Angel,Sharon Shinn,1997,368,"fantasy, paranormal, fiction, romance, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,"6491560, 1561956, 1396618, 342952"
60006617,A perfect bride,Samantha James,2004,384,"history, historical fiction, biography, romance, fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8,"14520408, 15333294, 5732753, 1018976, 2381762, 943447, 16104328"
765310457,Eastern Standard Tribe,Cory Doctorow,2004,,"fiction, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,871405
582416396,A Scandal in Bohemia,Ronald Holt,1891,85,"fiction, history, historical fiction, biography, mystery, thriller, crime, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,"1952109, 16015218, 18440614, 2570140"
671027638,The Fuck-Up,Arthur Nersesian,1997,,"fiction, young-adult, mystery, thriller, crime, non-fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,"2667475, 93582, 919466"
006113113X,"Love Me Forever (Sherring Cross, #2)",Johanna Lindsey,1995,384,"romance, history, historical fiction, biography, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,"126091, 106385"
140389660,"That Was Then, This Is Now",S.E. Hinton,1971,159,"young-adult, fiction, history, historical fiction, biography, children, romance, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,958210
61734012,"Beyond the Night (Envy Chronicles, #1)",Joss Ware,2000,357,"fantasy, paranormal, fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,21428840
385337426,Everything Changes,Jonathan Tropper,2005,352,"fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,6364388
618150749,The Sherwood Ring,Elizabeth Marie Pope,1958,272,"fiction, history, historical fiction, biography, fantasy, paranormal, young-adult, romance, mystery, thriller, crime, children",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1,768570
051513175X,The Descent,Jeff Long,1999,572,"fiction, mystery, thriller, crime, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,"974276, 584847, 1204376"
1857987985,Grass,Sheri S. Tepper,1989,544,"fiction, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,"2268003, 953721, 2640708, 1813234, 13612561"
345477332,Dark Lord - The Rise of Darth Vader,James Luceno,2005,338,"fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,2934013
1401340873,Arcadia,Lauren Groff,2012,291,"fiction, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,"19154202, 17496576, 19176680, 16965273, 17198275, 16422717, 14130561"
982332203,Who Goes There?,John W. Campbell Jr.,1938,168,"fiction, mystery, thriller, crime, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,2248039
765308703,What Dreams May Come,Richard Matheson,1977,,"fiction, fantasy, paranormal, romance, children",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4,47306975
440236738,Gone for Good,Harlan Coben,2002,432,"mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1,"3495431, 7262107"
812508424,Shadows Linger,Glen Cook,1984,,"fantasy, paranormal, fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,"4379974, 842164, 20230"
440237564,The Immortal Highlander,Karen Marie Moning,2004,348,"romance, fantasy, paranormal, history, historical fiction, biography, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,"9216792, 7360371"
